id,etch_run_id,pressure,pressure_unit,temp_chuck,temp_chuck_unit,bias_power,bias_power_unit,source_power,source_power_unit,gas_flow_total,gas_flow_total_unit,helium_backside_pressure,helium_backside_pressure_unit
1075,RUN_L20260129_L1P1_0175_L01,30.8,mTorr,60.1,C,779,W,1178,W,299,sccm,10.9,Torr
1076,RUN_L20260129_L1P1_0176_L01,29.6,mTorr,60,C,813,W,1209,W,301,sccm,9.7,Torr
1077,RUN_L20260129_L1P1_0177_L01,28.8,mTorr,59.7,C,785,W,1183,W,305,sccm,10.1,Torr
1078,RUN_L20260129_L1P1_0178_L02,29.7,mTorr,59.5,C,779,W,1260,W,291,sccm,10.1,Torr
1079,RUN_L20260129_L1P1_0179_L02,31.2,mTorr,60.6,C,814,W,1160,W,296,sccm,10.1,Torr
1080,RUN_L20260129_L1P1_0180_L02,30.7,mTorr,60,C,807,W,1235,W,305,sccm,10.4,Torr
1081,RUN_L20260129_L1P1_0181_L01,29.7,mTorr,60.8,C,819,W,1150,W,300,sccm,10.1,Torr
1082,RUN_L20260129_L1P1_0182_L01,29.7,mTorr,59.7,C,810,W,1254,W,301,sccm,9.4,Torr
1083,RUN_L20260129_L1P1_0183_L01,29.7,mTorr,59.8,C,785,W,1166,W,304,sccm,9.6,Torr
1084,RUN_L20260129_L1P1_0184_L02,31.7,mTorr,60.4,C,802,W,1206,W,296,sccm,9.7,Torr
1085,RUN_L20260129_L1P1_0185_L02,30.3,mTorr,59.2,C,803,W,1151,W,305,sccm,9.8,Torr
1086,RUN_L20260129_L1P1_0186_L02,30.3,mTorr,59.4,C,782,W,1160,W,304,sccm,10,Torr
1087,RUN_L20260129_L1P1_0187_L01,30.8,mTorr,60.5,C,778,W,1227,W,301,sccm,9.9,Torr
1088,RUN_L20260129_L1P1_0188_L01,30.2,mTorr,59.4,C,786,W,1231,W,302,sccm,9.5,Torr
1089,RUN_L20260129_L1P1_0189_L01,29.8,mTorr,59.1,C,841,W,1207,W,306,sccm,9.5,Torr
1090,RUN_L20260129_L1P1_0190_L02,29.8,mTorr,60.9,C,792,W,1222,W,297,sccm,9.4,Torr
1091,RUN_L20260129_L1P1_0191_L02,29.9,mTorr,59.3,C,825,W,1231,W,303,sccm,9.5,Torr
1092,RUN_L20260129_L1P1_0192_L02,30,mTorr,60.1,C,791,W,1179,W,309,sccm,10.3,Torr
1093,RUN_L20260129_L1P1_0193_L01,30.6,mTorr,60,C,818,W,1158,W,303,sccm,9.9,Torr
1094,RUN_L20260129_L1P1_0194_L01,30,mTorr,58.6,C,818,W,1200,W,299,sccm,9.7,Torr
1095,RUN_L20260129_L1P1_0195_L01,30.6,mTorr,59.9,C,819,W,1183,W,312,sccm,9.4,Torr
1096,RUN_L20260129_L1P1_0196_L02,29.9,mTorr,60.2,C,808,W,1212,W,301,sccm,9.7,Torr
1097,RUN_L20260129_L1P1_0197_L02,30.1,mTorr,60.2,C,828,W,1216,W,307,sccm,10.2,Torr
1098,RUN_L20260129_L1P1_0198_L02,28.4,mTorr,60.5,C,808,W,1180,W,298,sccm,10.1,Torr
1099,RUN_L20260129_L1P1_0199_L01,30.7,mTorr,59.8,C,834,W,1221,W,305,sccm,9.9,Torr
1100,RUN_L20260129_L1P1_0200_L01,30.3,mTorr,60.4,C,768,W,1220,W,297,sccm,9.9,Torr
1101,RUN_L20260129_L1P1_0201_L01,30.8,mTorr,59.7,C,807,W,1222,W,302,sccm,9.5,Torr
1102,RUN_L20260129_L1P1_0202_L02,27.7,mTorr,59.3,C,806,W,1188,W,297,sccm,9.8,Torr
1103,RUN_L20260129_L1P1_0203_L02,31.7,mTorr,59.4,C,781,W,1223,W,310,sccm,10.2,Torr
1104,RUN_L20260129_L1P1_0204_L02,29.9,mTorr,59.3,C,812,W,1216,W,299,sccm,9.8,Torr
1105,RUN_L20260129_L1P1_0205_L01,30.9,mTorr,60.5,C,770,W,1219,W,294,sccm,10.5,Torr
1106,RUN_L20260129_L1P1_0206_L01,29.2,mTorr,59.2,C,787,W,1250,W,300,sccm,10.4,Torr
1107,RUN_L20260129_L1P1_0207_L01,30.5,mTorr,60.1,C,760,W,1210,W,303,sccm,9.9,Torr
1108,RUN_L20260129_L1P1_0208_L02,29.2,mTorr,59.9,C,831,W,1182,W,300,sccm,9.9,Torr
1109,RUN_L20260129_L1P1_0209_L02,29.5,mTorr,59.9,C,795,W,1167,W,296,sccm,10.7,Torr
1110,RUN_L20260129_L1P1_0210_L02,31.5,mTorr,60.7,C,843,W,1234,W,305,sccm,10.3,Torr
1111,RUN_L20260129_L1P1_0211_L01,29.8,mTorr,59.8,C,816,W,1211,W,306,sccm,10,Torr
1112,RUN_L20260129_L1P1_0212_L01,30.2,mTorr,60.3,C,809,W,1250,W,292,sccm,10.1,Torr
1113,RUN_L20260129_L1P1_0213_L01,30.7,mTorr,60,C,788,W,1139,W,296,sccm,10,Torr
1114,RUN_L20260129_L1P1_0214_L02,30.4,mTorr,59.9,C,779,W,1227,W,299,sccm,10,Torr
1115,RUN_L20260129_L1P1_0215_L02,30.1,mTorr,61.1,C,810,W,1192,W,297,sccm,9.7,Torr
1116,RUN_L20260129_L1P1_0216_L02,30.3,mTorr,59.3,C,799,W,1189,W,303,sccm,9.9,Torr
1117,RUN_L20260129_L1P1_0217_L01,31.9,mTorr,60.6,C,773,W,1177,W,309,sccm,9.6,Torr
1118,RUN_L20260129_L1P1_0218_L01,30,mTorr,60.3,C,770,W,1227,W,298,sccm,10.2,Torr
1119,RUN_L20260129_L1P1_0219_L01,30.2,mTorr,59.8,C,781,W,1218,W,308,sccm,10,Torr
1120,RUN_L20260129_L1P1_0220_L02,30.8,mTorr,60.8,C,836,W,1166,W,293,sccm,10.2,Torr
1121,RUN_L20260129_L1P1_0221_L02,30.9,mTorr,59.1,C,844,W,1205,W,302,sccm,9.6,Torr
1122,RUN_L20260129_L1P1_0222_L02,30.9,mTorr,59.7,C,804,W,1221,W,297,sccm,10.4,Torr
1123,RUN_L20260129_L1P1_0223_L01,30.5,mTorr,59.4,C,803,W,1205,W,302,sccm,10.4,Torr
1124,RUN_L20260129_L1P1_0224_L01,29.1,mTorr,60.2,C,793,W,1233,W,291,sccm,9.5,Torr
1125,RUN_L20260129_L1P1_0225_L01,31.3,mTorr,59.4,C,781,W,1191,W,294,sccm,9.8,Torr
1126,RUN_L20260129_L1P1_0226_L02,29.1,mTorr,60.2,C,828,W,1132,W,302,sccm,9.9,Torr
1127,RUN_L20260129_L1P1_0227_L02,30.2,mTorr,59.9,C,837,W,1206,W,297,sccm,9.6,Torr
1128,RUN_L20260129_L1P1_0228_L02,29.4,mTorr,59.8,C,782,W,1205,W,298,sccm,9.9,Torr
1129,RUN_L20260129_L1P1_0229_L01,29.9,mTorr,60.2,C,798,W,1209,W,309,sccm,10.2,Torr
1130,RUN_L20260129_L1P1_0230_L01,30.3,mTorr,59.9,C,791,W,1233,W,301,sccm,9.9,Torr
1131,RUN_L20260129_L1P1_0231_L01,30.3,mTorr,59.5,C,792,W,1141,W,305,sccm,9.5,Torr
1132,RUN_L20260129_L1P1_0232_L02,30.3,mTorr,61.4,C,824,W,1193,W,296,sccm,10.2,Torr
1133,RUN_L20260129_L1P1_0233_L02,31.3,mTorr,59.8,C,774,W,1172,W,293,sccm,9.8,Torr
1134,RUN_L20260129_L1P1_0234_L02,30.4,mTorr,58.9,C,809,W,1164,W,300,sccm,9.8,Torr
1135,RUN_L20260129_L1P1_0235_L01,29.8,mTorr,59.6,C,815,W,1198,W,293,sccm,10.5,Torr
1136,RUN_L20260129_L1P1_0236_L01,30.8,mTorr,59.4,C,797,W,1221,W,297,sccm,10.1,Torr
1137,RUN_L20260129_L1P1_0237_L01,31,mTorr,60.4,C,818,W,1209,W,301,sccm,9.8,Torr
1138,RUN_L20260129_L1P1_0238_L02,29,mTorr,60.2,C,803,W,1179,W,299,sccm,9.6,Torr
1139,RUN_L20260129_L1P1_0239_L02,30.5,mTorr,60.2,C,824,W,1196,W,302,sccm,10.3,Torr
1140,RUN_L20260129_L1P1_0240_L02,30.6,mTorr,59.8,C,770,W,1228,W,303,sccm,10.3,Torr
1141,RUN_L20260129_L1P1_0241_L01,29.8,mTorr,59.9,C,793,W,1220,W,294,sccm,9.8,Torr
1142,RUN_L20260129_L1P1_0242_L01,31.1,mTorr,59.8,C,799,W,1183,W,295,sccm,9.6,Torr
1143,RUN_L20260129_L1P1_0243_L01,29.9,mTorr,60,C,747,W,1181,W,289,sccm,10.1,Torr
1144,RUN_L20260129_L1P1_0244_L02,30.1,mTorr,60.4,C,778,W,1149,W,298,sccm,10.2,Torr
1145,RUN_L20260129_L1P1_0245_L02,29.9,mTorr,60.2,C,784,W,1187,W,304,sccm,9.9,Torr
1146,RUN_L20260129_L1P1_0246_L02,30,mTorr,60.3,C,819,W,1148,W,307,sccm,9.7,Torr
1147,RUN_L20260129_L1P1_0247_L01,29.1,mTorr,60.2,C,786,W,1262,W,301,sccm,10,Torr
1148,RUN_L20260129_L1P1_0248_L01,28.8,mTorr,60.4,C,784,W,1174,W,307,sccm,10.1,Torr
1149,RUN_L20260129_L1P1_0249_L01,31.3,mTorr,60.1,C,816,W,1233,W,302,sccm,9.9,Torr
1150,RUN_L20260129_L1P1_0250_L02,29.3,mTorr,60.2,C,768,W,1255,W,301,sccm,10.1,Torr
1151,RUN_L20260129_L1P1_0251_L02,29.2,mTorr,60.6,C,759,W,1206,W,297,sccm,10.1,Torr
1152,RUN_L20260129_L1P1_0252_L02,28.3,mTorr,59.7,C,793,W,1197,W,288,sccm,10.3,Torr
1153,RUN_L20260129_L1P1_0253_L01,29.5,mTorr,59.6,C,771,W,1160,W,306,sccm,9.9,Torr
1154,RUN_L20260129_L1P1_0254_L01,28.9,mTorr,59.4,C,772,W,1185,W,300,sccm,9.7,Torr
1155,RUN_L20260129_L1P1_0255_L01,31.3,mTorr,60.1,C,811,W,1248,W,307,sccm,10,Torr
1156,RUN_L20260129_L1P1_0256_L02,30.8,mTorr,59.1,C,818,W,1211,W,295,sccm,10.5,Torr
1157,RUN_L20260129_L1P1_0257_L02,29.4,mTorr,60.2,C,816,W,1201,W,312,sccm,9.5,Torr
1158,RUN_L20260129_L1P1_0258_L02,31.8,mTorr,59.9,C,822,W,1239,W,299,sccm,9.3,Torr
1159,RUN_L20260129_L1P1_0259_L01,30.8,mTorr,60.6,C,825,W,1221,W,297,sccm,10,Torr
1160,RUN_L20260129_L1P1_0260_L01,29.7,mTorr,59.7,C,757,W,1196,W,299,sccm,9.9,Torr
1161,RUN_L20260129_L1P1_0261_L01,28,mTorr,59.9,C,809,W,1206,W,301,sccm,9.9,Torr
1162,RUN_L20260129_L1P1_0262_L02,31.8,mTorr,60.6,C,789,W,1177,W,300,sccm,9.9,Torr
1163,RUN_L20260129_L1P1_0263_L02,28.9,mTorr,60.7,C,785,W,1183,W,297,sccm,10.3,Torr
1164,RUN_L20260129_L1P1_0264_L02,28.7,mTorr,59.7,C,811,W,1194,W,291,sccm,10,Torr
1165,RUN_L20260129_L1P1_0265_L01,30.8,mTorr,60.1,C,765,W,1217,W,296,sccm,10.2,Torr
1166,RUN_L20260129_L1P1_0266_L01,32,mTorr,60.1,C,765,W,1163,W,305,sccm,9.3,Torr
1167,RUN_L20260129_L1P1_0267_L01,31.1,mTorr,60.2,C,813,W,1202,W,296,sccm,9.8,Torr
1168,RUN_L20260129_L1P1_0268_L02,30.5,mTorr,59.9,C,810,W,1188,W,291,sccm,9.8,Torr
1169,RUN_L20260129_L1P1_0269_L02,30.5,mTorr,60.6,C,803,W,1173,W,295,sccm,9.3,Torr
1170,RUN_L20260129_L1P1_0270_L02,30.7,mTorr,59.1,C,782,W,1188,W,300,sccm,10,Torr
1171,RUN_L20260129_L1P1_0271_L01,30.6,mTorr,59.8,C,815,W,1130,W,296,sccm,10,Torr
1172,RUN_L20260129_L1P1_0272_L01,30.2,mTorr,60.2,C,814,W,1177,W,299,sccm,9.9,Torr
1173,RUN_L20260129_L1P1_0273_L01,30.1,mTorr,60.2,C,802,W,1167,W,296,sccm,10,Torr
1174,RUN_L20260129_L1P1_0274_L02,29.9,mTorr,60.7,C,776,W,1192,W,305,sccm,10,Torr
1175,RUN_L20260129_L1P1_0275_L02,29.4,mTorr,60.6,C,791,W,1132,W,302,sccm,10.3,Torr
1176,RUN_L20260129_L1P1_0276_L02,29.8,mTorr,59.9,C,817,W,1206,W,311,sccm,10.2,Torr
1177,RUN_L20260129_L1P1_0277_L01,28.6,mTorr,60.6,C,827,W,1227,W,298,sccm,10.1,Torr
1178,RUN_L20260129_L1P1_0278_L01,29.9,mTorr,59.6,C,793,W,1196,W,299,sccm,10.7,Torr
1179,RUN_L20260129_L1P1_0279_L01,29.2,mTorr,60.5,C,795,W,1215,W,306,sccm,9.8,Torr
1180,RUN_L20260129_L1P1_0280_L02,29.1,mTorr,60.9,C,797,W,1185,W,302,sccm,9.6,Torr
1181,RUN_L20260129_L1P1_0281_L02,30.1,mTorr,60.6,C,805,W,1153,W,295,sccm,10.4,Torr
1182,RUN_L20260129_L1P1_0282_L02,31.1,mTorr,60.1,C,788,W,1200,W,303,sccm,10.6,Torr
1183,RUN_L20260129_L1P1_0283_L01,30.7,mTorr,59.8,C,742,W,1220,W,302,sccm,9.8,Torr
1184,RUN_L20260129_L1P1_0284_L01,28.7,mTorr,59.2,C,824,W,1160,W,291,sccm,10.4,Torr
1185,RUN_L20260129_L1P1_0285_L01,29.2,mTorr,60.2,C,836,W,1186,W,297,sccm,9.8,Torr
1186,RUN_L20260129_L1P1_0286_L02,30.8,mTorr,59.4,C,788,W,1193,W,301,sccm,10.2,Torr
1187,RUN_L20260129_L1P1_0287_L02,29.2,mTorr,59.6,C,779,W,1286,W,307,sccm,10.2,Torr
1188,RUN_L20260129_L1P1_0288_L02,29.8,mTorr,59.4,C,797,W,1207,W,303,sccm,9.8,Torr
1189,RUN_L20260129_L1P1_0289_L01,30.4,mTorr,59.8,C,796,W,1143,W,297,sccm,10.6,Torr
1190,RUN_L20260129_L1P1_0290_L01,29.2,mTorr,60,C,820,W,1135,W,296,sccm,10.6,Torr
1191,RUN_L20260129_L1P1_0291_L01,30.1,mTorr,60.1,C,801,W,1222,W,304,sccm,9.7,Torr
1192,RUN_L20260129_L1P1_0292_L02,28.9,mTorr,59.7,C,784,W,1275,W,288,sccm,10.1,Torr
1193,RUN_L20260129_L1P1_0293_L02,29.5,mTorr,60.5,C,774,W,1192,W,296,sccm,10.3,Torr
1194,RUN_L20260129_L1P1_0294_L02,30.3,mTorr,59.9,C,817,W,1190,W,307,sccm,9.4,Torr
1195,RUN_L20260129_L1P1_0295_L01,28.7,mTorr,59.6,C,812,W,1213,W,301,sccm,10,Torr
1196,RUN_L20260129_L1P1_0296_L01,30.4,mTorr,60.1,C,821,W,1176,W,296,sccm,9.5,Torr
1197,RUN_L20260129_L1P1_0297_L01,30,mTorr,61,C,781,W,1124,W,294,sccm,10.2,Torr
1198,RUN_L20260129_L1P1_0298_L02,30.4,mTorr,60.2,C,837,W,1231,W,304,sccm,10,Torr
1199,RUN_L20260129_L1P1_0299_L02,30.2,mTorr,59.8,C,765,W,1182,W,300,sccm,9.9,Torr
1200,RUN_L20260129_L1P1_0300_L02,31.1,mTorr,59.2,C,814,W,1232,W,299,sccm,9.5,Torr
1201,RUN_L20260129_L1P1_0301_L01,30.1,mTorr,59.9,C,762,W,1177,W,302,sccm,9.8,Torr
1202,RUN_L20260129_L1P1_0302_L01,29.7,mTorr,60.1,C,784,W,1204,W,301,sccm,10.2,Torr
1203,RUN_L20260129_L1P1_0303_L01,30.1,mTorr,59.8,C,831,W,1226,W,300,sccm,10,Torr
1204,RUN_L20260129_L1P1_0304_L02,30.4,mTorr,59.2,C,817,W,1232,W,293,sccm,10.4,Torr
1205,RUN_L20260129_L1P1_0305_L02,30,mTorr,59.6,C,789,W,1207,W,295,sccm,10.3,Torr
1206,RUN_L20260129_L1P1_0306_L02,30,mTorr,60.7,C,790,W,1205,W,304,sccm,10.3,Torr
1207,RUN_L20260129_L1P1_0307_L01,29.4,mTorr,60.7,C,802,W,1219,W,303,sccm,9.8,Torr
1208,RUN_L20260129_L1P1_0308_L01,29.5,mTorr,59.6,C,810,W,1214,W,302,sccm,10.1,Torr
1209,RUN_L20260129_L1P1_0309_L01,28.9,mTorr,60.3,C,825,W,1161,W,297,sccm,9.7,Torr
1210,RUN_L20260129_L1P1_0310_L02,31.4,mTorr,59.4,C,791,W,1162,W,304,sccm,9.6,Torr
1211,RUN_L20260129_L1P1_0311_L02,29,mTorr,60.7,C,768,W,1137,W,298,sccm,10.4,Torr
1212,RUN_L20260129_L1P1_0312_L02,29.4,mTorr,60.1,C,803,W,1223,W,307,sccm,9.6,Torr
1213,RUN_L20260129_L1P1_0313_L01,29.4,mTorr,60.5,C,791,W,1188,W,296,sccm,9.6,Torr
1214,RUN_L20260129_L1P1_0314_L01,30.7,mTorr,59.1,C,774,W,1225,W,297,sccm,10,Torr
1215,RUN_L20260129_L1P1_0315_L01,29.8,mTorr,60.3,C,806,W,1212,W,299,sccm,9.9,Torr
1216,RUN_L20260129_L1P1_0316_L02,31,mTorr,60,C,796,W,1170,W,304,sccm,9.9,Torr
1217,RUN_L20260129_L1P1_0317_L02,29.5,mTorr,60.4,C,806,W,1196,W,300,sccm,10.7,Torr
1218,RUN_L20260129_L1P1_0318_L02,30.2,mTorr,60.5,C,782,W,1186,W,300,sccm,9.7,Torr
1219,RUN_L20260129_L1P1_0319_L01,29.3,mTorr,60,C,810,W,1182,W,298,sccm,10.1,Torr
1220,RUN_L20260129_L1P1_0320_L01,31.7,mTorr,59.7,C,774,W,1227,W,301,sccm,10,Torr
1221,RUN_L20260129_L1P1_0321_L01,29,mTorr,60.4,C,783,W,1275,W,300,sccm,10.3,Torr
1222,RUN_L20260129_L1P1_0322_L02,30.2,mTorr,60,C,795,W,1233,W,296,sccm,9.8,Torr
1223,RUN_L20260129_L1P1_0323_L02,30.5,mTorr,59.6,C,835,W,1199,W,301,sccm,9.9,Torr
1224,RUN_L20260129_L1P1_0324_L02,30.3,mTorr,59.5,C,816,W,1238,W,301,sccm,10,Torr
1225,RUN_L20260129_L1P1_0325_L01,29.9,mTorr,59.3,C,822,W,1251,W,312,sccm,9.6,Torr
1226,RUN_L20260129_L1P1_0326_L01,29.9,mTorr,59.7,C,828,W,1158,W,297,sccm,9.5,Torr
1227,RUN_L20260129_L1P1_0327_L01,30,mTorr,60.6,C,872,W,1237,W,296,sccm,10,Torr
1228,RUN_L20260129_L1P1_0328_L02,29.9,mTorr,60.1,C,801,W,1223,W,301,sccm,10.4,Torr
1229,RUN_L20260129_L1P1_0329_L02,30.8,mTorr,59.7,C,828,W,1236,W,295,sccm,9.9,Torr
1230,RUN_L20260129_L1P1_0330_L02,31.8,mTorr,60.4,C,820,W,1224,W,295,sccm,9.9,Torr
1231,RUN_L20260129_L1P1_0331_L01,29.6,mTorr,59.6,C,820,W,1193,W,293,sccm,10.3,Torr
1232,RUN_L20260129_L1P1_0332_L01,28.9,mTorr,60,C,835,W,1261,W,296,sccm,10,Torr
1233,RUN_L20260129_L1P1_0333_L01,29.9,mTorr,59.9,C,792,W,1210,W,296,sccm,10.2,Torr
1234,RUN_L20260129_L1P1_0334_L02,32.1,mTorr,60.4,C,790,W,1187,W,294,sccm,10.8,Torr
1235,RUN_L20260129_L1P1_0335_L02,29.4,mTorr,59.2,C,806,W,1215,W,299,sccm,9.8,Torr
1236,RUN_L20260129_L1P1_0336_L02,31.3,mTorr,59.6,C,796,W,1229,W,288,sccm,9.9,Torr
1237,RUN_L20260129_L1P1_0337_L01,31.3,mTorr,59.2,C,806,W,1203,W,302,sccm,10.1,Torr
1238,RUN_L20260129_L1P1_0338_L01,29.6,mTorr,59.9,C,831,W,1212,W,297,sccm,10.4,Torr
1239,RUN_L20260129_L1P1_0339_L01,30.5,mTorr,60.6,C,790,W,1203,W,298,sccm,10,Torr
1240,RUN_L20260129_L1P1_0340_L02,31.3,mTorr,59.7,C,794,W,1180,W,303,sccm,10.2,Torr
1241,RUN_L20260129_L1P1_0341_L02,29.7,mTorr,59.7,C,803,W,1175,W,302,sccm,10.1,Torr
1242,RUN_L20260129_L1P1_0342_L02,29.8,mTorr,60.4,C,795,W,1158,W,297,sccm,10,Torr
1243,RUN_L20260129_L1P1_0343_L01,29.5,mTorr,60.5,C,762,W,1246,W,302,sccm,9.9,Torr
1244,RUN_L20260129_L1P1_0344_L01,29.2,mTorr,60,C,788,W,1193,W,308,sccm,9.8,Torr
1245,RUN_L20260129_L1P1_0345_L01,29.5,mTorr,60.3,C,814,W,1097,W,295,sccm,10.9,Torr
1246,RUN_L20260129_L1P1_0346_L02,29,mTorr,59.5,C,829,W,1212,W,304,sccm,9.5,Torr
1247,RUN_L20260129_L1P1_0347_L02,30,mTorr,60.7,C,777,W,1211,W,294,sccm,9.6,Torr
1248,RUN_L20260129_L1P1_0348_L02,29.4,mTorr,61.1,C,777,W,1144,W,306,sccm,10.1,Torr
1249,RUN_L20260129_L1P1_0349_L01,30.2,mTorr,60.3,C,801,W,1175,W,296,sccm,10.1,Torr
1250,RUN_L20260129_L1P1_0350_L01,28.8,mTorr,59,C,758,W,1174,W,296,sccm,10.1,Torr
1251,RUN_L20260129_L1P1_0351_L01,30.3,mTorr,59.7,C,791,W,1178,W,306,sccm,9.7,Torr
1252,RUN_L20260129_L1P1_0352_L02,30.7,mTorr,60.3,C,765,W,1236,W,304,sccm,9.7,Torr
1253,RUN_L20260129_L1P1_0353_L02,28.4,mTorr,59.8,C,827,W,1196,W,297,sccm,9.9,Torr
1254,RUN_L20260129_L1P1_0354_L02,30.3,mTorr,60.6,C,785,W,1187,W,301,sccm,10.3,Torr
1255,RUN_L20260129_L1P1_0355_L01,31,mTorr,60.3,C,833,W,1234,W,296,sccm,9.7,Torr
1256,RUN_L20260129_L1P1_0356_L01,29,mTorr,59.6,C,822,W,1215,W,292,sccm,10,Torr
1257,RUN_L20260129_L1P1_0357_L01,31.3,mTorr,60,C,787,W,1148,W,301,sccm,9.8,Torr
1258,RUN_L20260129_L1P1_0358_L02,30.3,mTorr,59.6,C,779,W,1182,W,298,sccm,9.5,Torr
1259,RUN_L20260129_L1P1_0359_L02,29.4,mTorr,59.9,C,796,W,1210,W,295,sccm,9.6,Torr
1260,RUN_L20260129_L1P1_0360_L02,30,mTorr,59.7,C,798,W,1172,W,307,sccm,10.3,Torr
1261,RUN_L20260129_L1P1_0361_L01,30.4,mTorr,60.6,C,807,W,1261,W,295,sccm,9.8,Torr
1262,RUN_L20260129_L1P1_0362_L01,30.1,mTorr,61.1,C,784,W,1203,W,301,sccm,10.4,Torr
1263,RUN_L20260129_L1P1_0363_L01,30.4,mTorr,59.3,C,815,W,1177,W,305,sccm,10,Torr
1264,RUN_L20260129_L1P1_0364_L02,29.3,mTorr,59,C,805,W,1166,W,299,sccm,9.6,Torr
1265,RUN_L20260129_L1P1_0365_L02,30.1,mTorr,59.9,C,793,W,1228,W,296,sccm,10.1,Torr
1266,RUN_L20260129_L1P1_0366_L02,28.9,mTorr,59.2,C,786,W,1181,W,301,sccm,9.8,Torr
1267,RUN_L20260129_L1P1_0367_L01,29.9,mTorr,60,C,796,W,1211,W,302,sccm,9.9,Torr
1268,RUN_L20260129_L1P1_0368_L01,29.3,mTorr,60.4,C,784,W,1165,W,304,sccm,10.3,Torr
1269,RUN_L20260129_L1P1_0369_L01,29.4,mTorr,60.7,C,801,W,1202,W,309,sccm,9.6,Torr
1270,RUN_L20260129_L1P1_0370_L02,31,mTorr,60.1,C,802,W,1181,W,298,sccm,9.9,Torr
1271,RUN_L20260129_L1P1_0371_L02,30.9,mTorr,59.9,C,805,W,1191,W,301,sccm,9.7,Torr
1272,RUN_L20260129_L1P1_0372_L02,30.5,mTorr,59,C,835,W,1176,W,294,sccm,9.6,Torr
1273,RUN_L20260129_L1P1_0373_L01,29.1,mTorr,60,C,797,W,1231,W,303,sccm,9.9,Torr
1274,RUN_L20260129_L1P1_0374_L01,29.7,mTorr,60,C,820,W,1185,W,301,sccm,9.7,Torr
1275,RUN_L20260129_L1P1_0375_L01,31,mTorr,60.3,C,805,W,1196,W,299,sccm,9.9,Torr
1276,RUN_L20260129_L1P1_0376_L02,30.1,mTorr,59.6,C,795,W,1197,W,297,sccm,10.2,Torr
1277,RUN_L20260129_L1P1_0377_L02,31.9,mTorr,59.8,C,798,W,1248,W,298,sccm,9.8,Torr
1278,RUN_L20260129_L1P1_0378_L02,30.3,mTorr,59.3,C,799,W,1227,W,301,sccm,9.6,Torr
1279,RUN_L20260129_L1P1_0379_L01,30.2,mTorr,58.9,C,806,W,1224,W,295,sccm,10.2,Torr
1280,RUN_L20260129_L1P1_0380_L01,29.8,mTorr,59.4,C,781,W,1153,W,298,sccm,9.8,Torr
1281,RUN_L20260129_L1P1_0381_L01,30.1,mTorr,59.2,C,771,W,1180,W,300,sccm,10.5,Torr
1282,RUN_L20260129_L1P1_0382_L02,29.9,mTorr,60.2,C,813,W,1236,W,292,sccm,9.9,Torr
1283,RUN_L20260129_L1P1_0383_L02,30.6,mTorr,59.7,C,818,W,1165,W,295,sccm,10,Torr
1284,RUN_L20260129_L1P1_0384_L02,30.8,mTorr,59.7,C,815,W,1203,W,297,sccm,9.3,Torr
1285,RUN_L20260129_L1P1_0385_L01,29.4,mTorr,59.5,C,803,W,1168,W,308,sccm,9.7,Torr
1286,RUN_L20260129_L1P1_0386_L01,28.9,mTorr,58.4,C,815,W,1171,W,296,sccm,9.3,Torr
1287,RUN_L20260129_L1P1_0387_L01,28.5,mTorr,60.8,C,814,W,1250,W,300,sccm,10.1,Torr
1288,RUN_L20260129_L1P1_0388_L02,30.4,mTorr,59.5,C,816,W,1222,W,295,sccm,10,Torr
1289,RUN_L20260129_L1P1_0389_L02,29.1,mTorr,59.8,C,783,W,1229,W,296,sccm,10.2,Torr
1290,RUN_L20260129_L1P1_0390_L02,28.3,mTorr,59.3,C,778,W,1224,W,293,sccm,10.2,Torr
1291,RUN_L20260129_L1P1_0391_L01,30.3,mTorr,60.5,C,792,W,1196,W,303,sccm,10.3,Torr
1292,RUN_L20260129_L1P1_0392_L01,32,mTorr,60.1,C,800,W,1179,W,293,sccm,9.9,Torr
1293,RUN_L20260129_L1P1_0393_L01,30,mTorr,59.6,C,795,W,1188,W,305,sccm,10,Torr
1294,RUN_L20260129_L1P1_0394_L02,30.7,mTorr,59.8,C,762,W,1194,W,302,sccm,10.2,Torr
1295,RUN_L20260129_L1P1_0395_L02,30.1,mTorr,60.8,C,834,W,1253,W,300,sccm,9.8,Torr
1296,RUN_L20260129_L1P1_0396_L02,29.9,mTorr,60,C,795,W,1160,W,305,sccm,9.7,Torr
1297,RUN_L20260129_L1P1_0397_L01,30.7,mTorr,59.9,C,803,W,1183,W,316,sccm,10.5,Torr
1298,RUN_L20260129_L1P1_0398_L01,29.8,mTorr,59.5,C,825,W,1173,W,302,sccm,9.5,Torr
1299,RUN_L20260129_L1P1_0399_L01,30.2,mTorr,59.1,C,753,W,1232,W,294,sccm,10.2,Torr
1300,RUN_L20260129_L1P1_0400_L02,30.3,mTorr,59.9,C,790,W,1256,W,307,sccm,10.1,Torr
1301,RUN_L20260129_L1P1_0401_L02,29.5,mTorr,60.2,C,792,W,1209,W,301,sccm,9.7,Torr
1302,RUN_L20260129_L1P1_0402_L02,30.8,mTorr,60.5,C,793,W,1212,W,311,sccm,9.8,Torr
1303,RUN_L20260129_L1P1_0403_L01,29.9,mTorr,58.9,C,797,W,1203,W,297,sccm,9.9,Torr
1304,RUN_L20260129_L1P1_0404_L01,29.4,mTorr,59.4,C,829,W,1213,W,306,sccm,10.1,Torr
